brand,name,original_price,current_price,url,competitor
AOMU,Inhalační tyčinka AOMU Anticold,349.0,300.0,https://www.freshlabels.cz/en/products/aomu-inhalacni-tycinka-aomu-anticold-ao005/,zalando
ENAMEL Copenhagen,"Studs, Daphne",1250.0,1250.0,https://www.freshlabels.cz/en/products/enamel-copenhagen-studs-daphne-ena041/,zalando
So.Slow,Incense Cones,390.0,390.0,https://www.freshlabels.cz/en/products/soslow-incense-cones-sos019k/,zalando
Patagonia,Powder Town Headband,1090.0,760.0,https://www.freshlabels.cz/en/products/patagonia-powder-town-headband-pg2847/,zalando
Patagonia,Micro D Gaiter,790.0,550.0,https://www.freshlabels.cz/en/products/patagonia-micro-d-gaiter-pg2848/,zalando
So.Slow,Sage Smudge Sticks,450.0,450.0,https://www.freshlabels.cz/en/products/soslow-sage-smudge-sticks-sos021k/,zalando
Carhartt WIP,Acrylic Watch Hat,690.0,520.0,https://www.freshlabels.cz/en/products/carhartt-wip-acrylic-watch-hat-c4901/,zalando
So.Slow,TIAGUA,590.0,590.0,https://www.freshlabels.cz/en/products/soslow-tiagua-sos027k/,zalando
So.Slow,Room Mist Rose Geranium,450.0,450.0,https://www.freshlabels.cz/en/products/soslow-room-mist-rose-geranium-sos023k/,zalando
So.Slow,Room Mist Black Pepper,450.0,450.0,https://www.freshlabels.cz/en/products/soslow-room-mist-black-pepper-sos024k/,zalando
FURIOSA®,Blush 50 ml,2490.0,1990.0,https://www.freshlabels.cz/en/products/furiosa-blush-50-ml-fur036/,zalando
So.Slow,Peony Flower,490.0,490.0,https://www.freshlabels.cz/en/products/soslow-peony-flower-sos028k/,zalando
ENAMEL Copenhagen,"Studs, Soliel",1250.0,1000.0,https://www.freshlabels.cz/en/products/enamel-copenhagen-studs-soliel-ena056/,zalando
ENAMEL Copenhagen,"Studs, Soliel",1250.0,1000.0,https://www.freshlabels.cz/en/products/enamel-copenhagen-studs-soliel-ena057/,zalando
So.Slow,UGA,590.0,590.0,https://www.freshlabels.cz/en/products/soslow-uga-sos026k/,zalando
ENAMEL Copenhagen,"Studs, Soleil",1250.0,1000.0,https://www.freshlabels.cz/en/products/enamel-copenhagen-studs-soleil-ena055/,zalando
Carhartt WIP,Letterpress Blanket,3290.0,2470.0,https://www.freshlabels.cz/en/products/carhartt-wip-letterpress-blanket-c4867/,zalando
ENAMEL Copenhagen,"Studs, Sana",1250.0,1000.0,https://www.freshlabels.cz/en/products/enamel-copenhagen-studs-sana-ena054/,zalando
Herschel Supply,Charlie Cardholder,590.0,470.0,https://www.freshlabels.cz/en/products/herschel-supply-charlie-cardholder-he4063/,zalando
Herschel Supply,Elmer Shallow Beanie,590.0,410.0,https://www.freshlabels.cz/en/products/herschel-supply-elmer-shallow-beanie-he4072/,zalando
ENAMEL Copenhagen,"Earrings, Inga",1490.0,1190.0,https://www.freshlabels.cz/en/products/enamel-copenhagen-earrings-inga-ena022/,zalando
VONIAK,Santal Bombay Home Diffuser 100 ml,599.0,599.0,https://www.freshlabels.cz/en/products/voniak-santal-bombay-home-diffuser-100-ml-vo012/,zalando
VONIAK,Woods of Kyushu Home Diffuser 100 ml,599.0,599.0,https://www.freshlabels.cz/en/products/voniak-woods-of-kyushu-home-diffuser-100-ml-vo022/,zalando
ENAMEL Copenhagen,"Studs, Nima",1490.0,1190.0,https://www.freshlabels.cz/en/products/enamel-copenhagen-studs-nima-ena053/,zalando
VONIAK,Woods of Kyushu Hand Soap 300 ml,399.0,399.0,https://www.freshlabels.cz/en/products/voniak-woods-of-kyushu-hand-soap-300-ml-vo032/,zalando
Hlubina,Hlubinka pro děti a rodiče,690.0,590.0,https://www.freshlabels.cz/en/products/hlubina-hlubinka-pro-deti-a-rodice-hlu001/,zalando
Service Works,Nylon Drivers Cap,990.0,990.0,https://www.freshlabels.cz/en/products/service-works-nylon-drivers-cap-sws137/,zalando
Service Works,Script Trapper Hat,1190.0,830.0,https://www.freshlabels.cz/en/products/service-works-script-trapper-hat-sws112/,zalando
Freshlabels,Etiopie 200g,399.0,399.0,https://www.freshlabels.cz/en/products/freshlabels-etiopie-200g-fl160/,zalando
VONIAK,Woods of Kyushu Body and hair wash 300 ml,399.0,399.0,https://www.freshlabels.cz/en/products/voniak-woods-of-kyushu-body-and-hair-wash-300-ml-vo031/,zalando
VONIAK,Santal Bombay Hand Soap 300 ml,399.0,399.0,https://www.freshlabels.cz/en/products/voniak-santal-bombay-hand-soap-300-ml-vo026/,zalando
Freshlabels,Kolumbie Las Perlitas 200g,369.0,369.0,https://www.freshlabels.cz/en/products/freshlabels-kolumbie-las-perlitas-200g-fl161/,zalando
So.Slow,Lemon Balm,490.0,490.0,https://www.freshlabels.cz/en/products/soslow-lemon-balm-sos029k/,zalando
ENAMEL Copenhagen,"Hoops, Amore",1490.0,1190.0,https://www.freshlabels.cz/en/products/enamel-copenhagen-hoops-amore-ena051/,zalando
ENAMEL Copenhagen,"Bracelet, Amore",1490.0,1270.0,https://www.freshlabels.cz/en/products/enamel-copenhagen-bracelet-amore-ena058/,zalando
Montura,Logo Lined Beanie,850.0,720.0,https://www.freshlabels.cz/en/products/montura-logo-lined-beanie-mon059/,zalando
Montura,Logo Lined Beanie,850.0,720.0,https://www.freshlabels.cz/en/products/montura-logo-lined-beanie-mon058/,zalando
Montura,Brand 2 Neck Tube,750.0,640.0,https://www.freshlabels.cz/en/products/montura-brand-2-neck-tube-mon048/,zalando
Carhartt WIP,Mini Watch Hat Keychain,390.0,390.0,https://www.freshlabels.cz/en/products/carhartt-wip-mini-watch-hat-keychain-c4969/,zalando
ENAMEL Copenhagen,"Necklace, Amore",1690.0,1440.0,https://www.freshlabels.cz/en/products/enamel-copenhagen-necklace-amore-ena024/,zalando
ENAMEL Copenhagen,"Bracelet, Organic Heart",1390.0,1110.0,https://www.freshlabels.cz/en/products/enamel-copenhagen-bracelet-organic-heart-ena001/,zalando
Service Works,Nylon Drivers Cap,990.0,840.0,https://www.freshlabels.cz/en/products/service-works-nylon-drivers-cap-sws175/,zalando
Service Works,Script Trapper Hat,1190.0,830.0,https://www.freshlabels.cz/en/products/service-works-script-trapper-hat-sws174/,zalando
Hlubina,Hlubina,690.0,690.0,https://www.freshlabels.cz/en/products/hlubina-hlubina-hlu002/,zalando
ENAMEL Copenhagen,"Studs, Organic Heart",890.0,890.0,https://www.freshlabels.cz/en/products/enamel-copenhagen-studs-organic-heart-ena011/,zalando
Thinking MU,Blue Night Contrast Chris Cap,990.0,840.0,https://www.freshlabels.cz/en/products/thinking-mu-blue-night-contrast-chris-cap-tm860/,zalando
ONE OF XX,Cap 4,1290.0,1290.0,https://www.freshlabels.cz/en/products/one-of-xx-cap-4-onx016k/,zalando
ONE OF XX,Cap 4,1290.0,1290.0,https://www.freshlabels.cz/en/products/one-of-xx-cap-4-onx018k/,zalando
ONE OF XX,Brown Corduroy,1290.0,1290.0,https://www.freshlabels.cz/en/products/one-of-xx-brown-corduroy-onx029k/,zalando
